time,x,y,signal_dbm,link_quality,bitrate_mbit,bssid
1783351846.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351849.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351852.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351855.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351858.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351861.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351864.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351867.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351870.5,33.75,-6.43,-63.00,47.00,5.50,f0:2f:74:40:a0:c0
1783351873.5,33.75,-6.43,-65.00,45.00,5.50,f0:2f:74:40:a0:c0
1783351876.5,33.75,-6.43,-65.00,45.00,13.00,f0:2f:74:40:a0:c0
1783351879.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351882.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351885.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351888.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351891.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351894.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351897.5,33.75,-6.43,-65.00,45.00,52.00,f0:2f:74:40:a0:c0
1783351900.5,33.75,-6.43,-65.00,45.00,13.00,f0:2f:74:40:a0:c0
1783351903.5,33.75,-6.43,-65.00,45.00,21.60,f0:2f:74:40:a0:c0
1783351906.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351909.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351912.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351915.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351918.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351921.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351924.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351927.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351930.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351933.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351936.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351939.5,33.75,-6.43,-67.00,43.00,72.20,f0:2f:74:40:a0:c0
1783351942.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351945.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351948.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351951.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351954.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351957.5,33.75,-6.43,-67.00,43.00,58.50,f0:2f:74:40:a0:c0
1783351960.5,33.75,-6.43,-68.00,42.00,5.50,f0:2f:74:40:a0:c0
1783351963.5,33.75,-6.43,-69.00,41.00,5.50,f0:2f:74:40:a0:c0
1783351966.5,33.75,-6.43,-65.00,45.00,14.40,f0:2f:74:40:a0:c0
1783351969.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783351972.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351975.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351978.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351981.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351984.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351987.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351990.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351993.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351996.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783351999.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352002.5,33.75,-6.43,-67.00,43.00,72.20,f0:2f:74:40:a0:c0
1783352005.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352008.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352011.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352014.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352017.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352020.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352023.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352026.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352029.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352032.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352035.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352038.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352041.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352044.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352047.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352050.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352053.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352056.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352059.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352062.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352065.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352068.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352071.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352074.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352077.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352080.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352083.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352086.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352089.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352092.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352095.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352098.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352101.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352104.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352107.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352110.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352113.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352116.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352119.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352122.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352125.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352128.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352131.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352134.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352137.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352140.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352143.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352146.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352149.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352152.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352155.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352158.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352161.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352164.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352167.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352170.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352173.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352176.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352179.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352182.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352185.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352188.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352191.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352194.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352197.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352200.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352203.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352206.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352209.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352212.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352215.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352218.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352221.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352224.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352227.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352230.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352233.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352236.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352239.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352242.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352245.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352248.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352251.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352254.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352257.5,33.75,-6.43,-65.00,45.00,65.00,f0:2f:74:40:a0:c0
1783352260.5,33.75,-6.43,-66.00,44.00,65.00,f0:2f:74:40:a0:c0
1783352263.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352266.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352269.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352272.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352275.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352278.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352281.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352284.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352287.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352290.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352293.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352296.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352299.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352302.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352305.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352308.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352311.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352314.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352317.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352320.5,33.75,-6.43,-68.00,42.00,72.20,f0:2f:74:40:a0:c0
1783352323.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352326.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352329.5,33.75,-6.43,-67.00,43.00,72.20,f0:2f:74:40:a0:c0
1783352332.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352335.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352338.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352341.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352344.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352347.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352350.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352353.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352356.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352359.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352362.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352365.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352368.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352371.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352374.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352377.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352380.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352383.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352386.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352389.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352392.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352395.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352398.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352401.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352404.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352407.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352410.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352413.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352416.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352419.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352422.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352425.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352428.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352431.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352434.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352437.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352440.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352443.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352446.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352449.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352452.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352455.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352458.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352461.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352464.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352467.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352470.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352473.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352476.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352479.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352482.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352485.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352488.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352491.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352494.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352497.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352500.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352503.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352506.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352509.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352512.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352515.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352518.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352521.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352524.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352527.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352530.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352533.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352536.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352539.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352542.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352545.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352548.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352551.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352554.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352557.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352560.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352563.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352566.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352569.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352572.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352575.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352578.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352581.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352584.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352587.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352590.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352593.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352596.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352599.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352602.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352605.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352608.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352611.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352614.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352617.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352620.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352623.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352626.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352629.5,33.75,-6.43,-69.00,41.00,72.20,f0:2f:74:40:a0:c0
1783352632.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352635.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352638.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352641.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352644.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352647.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352650.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352653.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352656.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352659.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352662.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352665.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352668.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352671.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352674.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352677.5,33.75,-6.43,-67.00,43.00,65.00,f0:2f:74:40:a0:c0
1783352680.5,33.75,-6.43,-66.00,44.00,65.00,f0:2f:74:40:a0:c0
1783352683.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352686.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352689.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352692.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352695.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352698.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352701.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352704.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352707.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352710.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352713.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352716.5,33.75,-6.43,-65.00,45.00,72.20,f0:2f:74:40:a0:c0
1783352719.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352722.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352725.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352728.5,33.75,-6.43,-65.00,45.00,65.00,f0:2f:74:40:a0:c0
1783352731.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352734.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352737.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352740.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352743.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352746.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352749.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352752.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352755.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352758.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352761.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352764.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352767.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352770.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
1783352773.5,33.75,-6.43,-66.00,44.00,72.20,f0:2f:74:40:a0:c0
