time,x,y,signal_dbm,link_quality,bitrate_mbit,bssid
1783338181.5,,,-68.00,42.00,130.00,32:c5:99:9d:b8:94
1783338184.5,,,-66.00,44.00,175.50,32:c5:99:9d:b8:94
1783338187.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338190.5,,,-67.00,43.00,117.00,32:c5:99:9d:b8:94
1783338193.5,,,-67.00,43.00,130.00,32:c5:99:9d:b8:94
1783338196.5,,,-67.00,43.00,130.00,32:c5:99:9d:b8:94
1783338199.5,,,-68.00,42.00,175.50,32:c5:99:9d:b8:94
1783338202.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338205.5,,,-68.00,42.00,130.00,32:c5:99:9d:b8:94
1783338208.5,,,-68.00,42.00,175.50,32:c5:99:9d:b8:94
1783338211.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338214.5,,,-66.00,44.00,40.50,32:c5:99:9d:b8:94
1783338217.6,,,-67.00,43.00,13.00,32:c5:99:9d:b8:94
1783338220.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338223.5,,,-66.00,44.00,87.70,32:c5:99:9d:b8:94
1783338226.5,,,-67.00,43.00,30.00,32:c5:99:9d:b8:94
1783338229.5,,,-67.00,43.00,14.40,32:c5:99:9d:b8:94
1783338232.5,,,-68.00,42.00,65.00,32:c5:99:9d:b8:94
1783338235.5,,,-67.00,43.00,14.40,32:c5:99:9d:b8:94
1783338238.5,,,-68.00,42.00,27.00,32:c5:99:9d:b8:94
1783338241.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338244.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338247.5,,,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338250.5,,,-67.00,43.00,130.00,32:c5:99:9d:b8:94
1783338253.5,,,-67.00,43.00,130.00,32:c5:99:9d:b8:94
1783338256.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338259.5,,,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338262.5,,,-68.00,42.00,195.00,32:c5:99:9d:b8:94
1783338265.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338268.5,,,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338271.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338274.5,,,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338277.5,,,-67.00,43.00,130.00,32:c5:99:9d:b8:94
1783338280.5,,,-68.00,42.00,195.00,32:c5:99:9d:b8:94
1783338283.5,,,-68.00,42.00,195.00,32:c5:99:9d:b8:94
1783338286.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338289.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338292.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338295.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338298.5,,,-68.00,42.00,175.50,32:c5:99:9d:b8:94
1783338301.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338304.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338307.5,,,-68.00,42.00,175.50,32:c5:99:9d:b8:94
1783338310.5,,,-66.00,44.00,175.50,32:c5:99:9d:b8:94
1783338313.5,,,-68.00,42.00,130.00,32:c5:99:9d:b8:94
1783338316.5,,,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338319.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338322.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338325.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338328.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338331.5,,,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338334.5,,,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338337.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338340.5,,,-67.00,43.00,130.00,32:c5:99:9d:b8:94
1783338343.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338346.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338349.5,,,-66.00,44.00,175.50,32:c5:99:9d:b8:94
1783338352.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338355.5,,,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338358.5,,,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338361.5,,,-63.00,47.00,260.00,32:c5:99:9d:b8:94
1783338364.5,,,-65.00,45.00,260.00,32:c5:99:9d:b8:94
1783338367.5,33.75,-6.25,-65.00,45.00,260.00,32:c5:99:9d:b8:94
1783338370.5,33.75,-6.25,-64.00,46.00,30.00,32:c5:99:9d:b8:94
1783338373.5,33.75,-6.25,-65.00,45.00,40.50,32:c5:99:9d:b8:94
1783338376.5,33.75,-6.25,-65.00,45.00,260.00,32:c5:99:9d:b8:94
1783338379.5,33.70,-6.23,-65.00,45.00,260.00,32:c5:99:9d:b8:94
1783338382.5,33.67,-6.23,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338385.5,33.71,-6.24,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338388.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338391.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338394.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338397.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338400.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338403.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338406.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338409.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338412.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338415.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338418.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338421.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338424.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338427.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338430.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338433.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338436.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338439.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338442.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338445.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338448.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338451.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783338454.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338457.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338460.5,33.70,-6.25,-63.00,47.00,175.50,32:c5:99:9d:b8:94
1783338463.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338466.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338469.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338472.5,33.70,-6.25,-66.00,44.00,234.00,32:c5:99:9d:b8:94
1783338475.5,33.70,-6.25,-65.00,45.00,260.00,32:c5:99:9d:b8:94
1783338478.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338481.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338484.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338487.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338490.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783338493.5,33.70,-6.25,-64.00,46.00,175.50,32:c5:99:9d:b8:94
1783338496.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338499.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338502.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338505.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338508.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338511.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338514.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338517.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338520.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338523.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338526.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338529.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338532.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338535.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338538.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338541.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338544.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338547.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338550.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338553.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338556.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338559.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338562.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338565.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338568.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338571.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338574.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338577.5,33.70,-6.25,-64.00,46.00,260.00,32:c5:99:9d:b8:94
1783338580.5,33.70,-6.25,-64.00,46.00,260.00,32:c5:99:9d:b8:94
1783338583.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338586.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338589.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338592.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338595.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338598.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338601.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338604.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338607.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338610.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338613.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338616.5,33.70,-6.25,-64.00,46.00,234.00,32:c5:99:9d:b8:94
1783338619.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338622.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338625.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338628.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338631.5,33.70,-6.25,-67.00,43.00,175.50,32:c5:99:9d:b8:94
1783338634.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338637.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338640.5,33.70,-6.25,-64.00,46.00,175.50,32:c5:99:9d:b8:94
1783338643.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338646.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338649.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783338652.5,33.70,-6.25,-65.00,45.00,260.00,32:c5:99:9d:b8:94
1783338655.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338658.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338661.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338664.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338667.5,33.70,-6.25,-64.00,46.00,175.50,32:c5:99:9d:b8:94
1783338670.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338673.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338676.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338679.5,33.70,-6.25,-66.00,44.00,175.50,32:c5:99:9d:b8:94
1783338682.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338685.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338688.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338691.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783338694.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338697.5,33.70,-6.25,-66.00,44.00,175.50,32:c5:99:9d:b8:94
1783338700.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338703.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338706.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338709.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338712.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338715.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338718.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783338721.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338724.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338727.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338730.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338733.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338736.5,33.70,-6.25,-65.00,45.00,234.00,32:c5:99:9d:b8:94
1783338739.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338742.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338745.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338748.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338751.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783338754.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338757.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338760.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338763.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338766.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338769.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338772.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338775.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338778.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338781.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338784.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338787.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338790.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338793.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338796.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338799.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338802.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338805.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338808.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338811.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338814.5,33.70,-6.25,-66.00,44.00,175.50,32:c5:99:9d:b8:94
1783338817.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338820.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338823.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338826.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338829.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338832.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338835.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338838.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338841.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338844.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338847.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338850.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338853.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338856.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338859.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338862.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338865.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338868.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338871.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338874.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338877.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338880.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338883.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338886.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338889.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338892.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338895.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338898.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338901.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338904.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338907.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338910.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338913.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338916.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338919.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338922.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338925.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338928.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338931.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338934.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338937.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338940.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783338943.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338946.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338949.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338952.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338955.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338958.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338961.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338964.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338967.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338970.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338973.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338976.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338979.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338982.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783338985.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338988.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783338991.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783338994.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783338997.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339000.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783339003.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783339006.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339009.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339012.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339015.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339018.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339021.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339024.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339027.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339030.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339033.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339036.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339039.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339042.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339045.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339048.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339051.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783339054.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339057.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339060.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339063.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783339066.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339069.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339072.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339075.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339078.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339081.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339084.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339087.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339090.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339093.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339096.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783339099.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339102.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339105.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339108.5,33.70,-6.25,-67.00,43.00,195.00,32:c5:99:9d:b8:94
1783339111.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339114.5,33.70,-6.25,-63.00,47.00,195.00,32:c5:99:9d:b8:94
1783339117.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339120.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339123.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339126.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339129.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783339132.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339135.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339138.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339141.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339144.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339147.5,33.70,-6.25,-64.00,46.00,195.00,32:c5:99:9d:b8:94
1783339150.5,33.70,-6.25,-66.00,44.00,195.00,32:c5:99:9d:b8:94
1783339153.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
1783339156.5,33.70,-6.25,-65.00,45.00,175.50,32:c5:99:9d:b8:94
1783339159.5,33.70,-6.25,-65.00,45.00,195.00,32:c5:99:9d:b8:94
